M10_X_3       10.500         6.500    3.00      7.1500       10.000     20.000
M12_X_3       12.500         8.500    3.00      9.1500       12.000     24.000
M14_X_4       14.500         9.500    4.00     10.2000       14.000     28.000
M16_X_4       16.500        11.500    4.00     12.2000       16.000     32.000
M18_X_4       18.500        13.500    4.00     14.2000       18.000     36.000
M20_X_4       20.500        15.500    4.00     16.2000       20.000     40.000
M22_X_5       22.500        16.000    5.00     17.2500       22.000     44.000
M24_X_5       24.500        18.500    5.00     19.2500       24.000     48.000
M26_X_5       26.500        20.500    5.00     21.2500       26.000     52.000
M28_X_5       28.500        22.500    5.00     23.2500       28.000     56.000
M30_X_6       30.500        23.500    6.00     24.3000       30.000     60.000
M32_X_6       32.500        25.500    6.00     26.3000       32.000     64.000
M36_X_6       36.500        39.500    6.00     30.3000       36.000     72.000
M40_X_7       40.500        32.500    7.00     33.3500       40.000     80.000
M44_X_7       44.500        36.500    7.00     37.3500       44.000     88.000
M48_X_8       48.500        39.500    8.00     40.4000       48.000     96.000
M50_X_8       50.500        41.500    8.00     42.4000       50.000    100.000
M52_X_8       52.500        43.500    8.00     44.4000       52.000    104.000
M55_X_9       55.500        45.500    9.00     46.4500       55.000    110.000
M60_X_9       60.500        50.500    9.00     51.4500       60.000    120.000
M65_X_10      65.500        54.500   10.00     55.5000       65.000    130.000
M70_X_10      70.500        59.500   10.00     60.5000       70.000    140.000
M75_X_10      75.500        64.500   10.00     65.5000       75.000    150.000
M80_X_10      80.500        69.500   10.00     70.5000       80.000    160.000
M85_X_12      85.500        72.500   12.00     73.6000       85.000    170.000
M90_X_12      90.500        77.500   12.00     78.6000       90.000    180.000
M95_X_12      95.500        82.500   12.00     83.6000       95.000    190.000
M100_X_12    100.500        87.500   12.00     88.6000      100.000    200.000
M110_X_12    110.500        97.500   12.00     98.6000      110.000    220.000
M120_X_14    121.000       105.000   14.00    106.7000      120.000    240.000
M130_X_14    131.000       115.000   14.00    116.7000      130.000    260.000
M140_X_14    141.000       125.000   14.00    126.7000      140.000    280.000
M150_X_16    151.000       133.000   16.00    134.8000      150.000    300.000
M160_X_16    161.000       143.000   16.00    144.8000      160.000    320.000
M170_X_16    171.000       153.000   16.00    154.8000      170.000    340.000
M180_X_18    181.000       161.000   18.00    162.9000      180.000    360.000
M190_X_18    191.000       171.000   18.00    172.9000      190.000    380.000
M200_X_18    201.000       181.000   18.00    182.9000      200.000    400.000
M210_X_20    211.000       189.000   20.00    191.0000      210.000    420.000
M220_X_20    221.000       199.000   20.00    201.0000      220.000    440.000
M230_X_20    231.000       209.000   20.00    211.0000      230.000    460.000
M240_X_22    241.000       217.000   22.00    219.1000      240.000    480.000
M250_X_22    251.000       227.000   22.00    229.1000      250.000    500.000
M260_X_22    261.000       237.000   22.00    239.1000      260.000    520.000
M270_X_24    271.000       245.000   24.00    247.2000      270.000    540.000
M280_X_24    281.000       255.000   24.00    257.2000      280.000    560.000
M290_X_24    291.000       265.000   24.00    267.2000      290.000    580.000
M300_X_26    301.000       273.000   26.00    275.3000      300.000    600.000



#
Spark Plug,0

# Spark Plug Threads - S.A.E. Standard
# Data from Machinery's Handbook (25th Edition, 1996) pp 1765
#
# Columns reorganized - 16-Apr-2008 - D.Schmid
# ----------------------------------------------------------------------------------------------------------
# Name		Major	Minor	Pitch	Tap Drill	Shaft	Depth
#		Dia.	Dia.		Dia.	Dia.
#		(internal	(external		(75% full
#		threads)	threads)		thread)
# 		(mm)	(mm)	(mm)	(mm)	(mm)	(mm)
# ----------------------------------------------------------------------------------------------------------

M10x1		10.000	8.747	1.00	9.1881	9.974	20.000
M12x1.25	12.000	10.211	1.25	10.9851	11.862	24.000
M14x1.25	14.000	12.339	1.25	12.9851	13.868	28.000
M18x1.5		18.000	16.053	1.50	16.7822	17.933	36.000


#
Lowenherz,0

# Lowenherz Threads
# Data from Machinery's Handbook (25th Edition, 1996) pp 1750
# ----------------------------------------------------------------------------
#   Name         Major         Minor    Pitch    Tap Drill    Shaft     Depth
#                 Dia.          Dia.               Dia.        Dia.
#              (internal   (external
#               threads)    threads)
#                 (mm)        (mm)     (mm)      (mm)       (mm)       (mm)
# ----------------------------------------------------------------------------

M1.0_X_0.25      1.031         0.613    0.25      0.6250        1.000      2.000
M1.2_X_0.25      1.231         0.813    0.25      0.8250        1.200      2.400
M1.4_X_0.30      1.438         0.935    0.30      0.9500        1.400      2.800
M1.7_X_0.35      1.744         1.158    0.35      1.1750        1.700      3.400
M2.0_X_0.40      2.050         1.380    0.40      1.4000        2.000      4.000
M2.3_X_0.40      2.350         1.680    0.40      1.7000        2.300      4.600
M2.6_X_0.45      2.656         1.903    0.45      1.9250        2.600      5.200
M3.0_X_0.50      3.063         2.225    0.50      2.2500        3.000      6.000
M3.5_X_0.60      3.575         2.570    0.60      2.6000        3.500      7.000
M4.0_X_0.70      4.088         2.915    0.70      2.9500        4.000      8.000
M4.4_X_0.75      4.594         3.338    0.75      3.3750        4.500      9.000
M5.0_X_0.80      5.100         3.760    0.80      3.8000        5.000     10.000
M5.5_X_0.90      5.613         4.105    0.90      4.1500        5.500     11.000
M6.0_X_1.00      6.125         4.450    1.00      4.5000        6.000     12.000
M7.0_X_1.10      7.138         5.295    1.10      5.3500        7.000     14.000
M8.0_X_1.20      8.151         6.140    1.20      6.2000        8.000     16.000
M9.0_X_1.30      9.163         6.985    1.30      7.0500        9.000     18.000
M10.0_X_1.40    10.176         7.830    1.40      7.9000       10.000     20.000
M12.0_X_1.60    12.201         9.520    1.60      9.6000       12.000     24.000
M14.0_X_1.80    14.226        11.210    1.80     11.3000       14.000     28.000
M16.0_X_2.00    16.251        12.900    2.00     13.0000       16.000     32.000
M18.0_X_2.20    18.276        14.590    2.20     14.7000       18.000     36.000
M20.0_X_2.40    20.301        16.280    2.40     16.4000       20.000     40.000
M22.0_X_2.80    22.351        17.660    2.80     17.8000       22.000     44.000
M24.0_X_2.80    24.351        19.660    2.80     19.8000       24.000     48.000
M26.0_X_3.20    26.401        21.040    3.20     21.2000       26.000     52.000
M28.0_X_3.20    28.401        23.040    3.20     23.2000       28.000     56.000
M30.0_X_3.60    30.452        24.420    3.60     24.6000       30.000     60.000
M32.0_X_3.60    32.452        26.420    3.60     26.6000       32.000     64.000
M36.0_X_4.00    36.502        29.800    4.00     30.0000       36.000     72.000
M40.0_X_4.40    40.552        33.180    4.40     33.4000       40.000     80.000


#
Codim Metric,0

# BSH Threads (D.Schmid-EDS) 20-Feb-2003
# Use for BSH application CODIM
#
# Columns reorganized - 16-Apr-2008 - D.Schmid
# Change core diameter M14x1.5 -> 12.5 - 13-Jan-2011 - D.Schmid
#
# Table modified 11-Jun-2014 - D.Schmid
# Add CODIM Metric M6x0.5, M8x0.5, M10x0.5
#
# Table modified 19-Nov-2019 - D.Schmid-ext
# Added CODIM Metric M18x1
#
# ----------------------------------------------------------------------------------------------------------
# Name		Major	Minor	Pitch	Tap Drill	Shaft	Depth
#		Dia.	Dia.		Dia.	Dia.
#		(internal	(external		(75% full
# 		threads)	threads)		thread)
# 		(mm)	(mm)	(mm)	(mm)	(mm)	(mm)
# ----------------------------------------------------------------------------------------------------------

M3		3.0	2.5	0.5	2.5	3.0	9.0
M4		4.0	3.3	0.7	3.3	4.0	12.0
M5		5.0	4.2	0.8	4.2	5.0	15.0
M6		6.0	5.0	1.0	5.0	6.0	18.0
M8		8.0	6.8	1.25	6.8	8.0	22.0
M10		10.0	8.5	1.5	8.5	10.0	25.0
M12		12.0	10.2	1.75	10.2	12.0	28.0
M14		14.0	12.0	2.0	12.0	14.0	32.0
M16		16.0	14.0	2.0	14.0	16.0	35.0
M18		18.0	15.5	2.5	15.5	18.0	38.0
M20		20.0	17.5	2.5	17.5	20.0	40.0
M22		22.0	19.5	2.5	19.5	22.0	40.0
M24		24.0	21.0	3.0	21.0	24.0	50.0
M27		27.0	24.0 	3.0	24.0	27.0	55.0
M30		30.0	26.5	3.5	26.5	28.0	58.0
M33		33.0	29.5	3.5	27.0	30.0	60.0
M36		36.0	32.0	4.0	32.0	36.0	65.0
M42		42.0	37.5	4.5	37.5	42.0	70.0
M48		48.0	43.0	5.0	43.0	48.0	75.0
M56		56.0	50.5	5.5	50.5	56.0	80.0
M60		60.0	55.0	5.5	55.0	60.0	82.0
M64		64.0	58.0	6.0	58.0	64.0	85.0
M3x0.35		3.0	2.7	0.35	2.7	3.0	9.0
M4x0.5		4.0	3.5	0.5	3.5	4.0	12.0
M5x0.5		5.0	4.5	0.5	4.5	5.0	15.0
M6x0.5		6.0	5.5	0.5	5.5	6.0	18.0
M6x0.75		6.0	5.2	0.75	5.2	6.0	18.0
M8x0.5		8.0	7.5	0.5	7.5	8.0	22.0
M8x0.75		8.0	7.2	0.75	7.2	8.0	22.0
M8x1		8.0	7.0	1.0	7.0	8.0	22.0
M10x0.5		10.0	9.5	0.5	9.5	10.0	26.0
M10x0.75	10.0	9.2	0.75	9.2	10.0	26.0
M10x1		10.0	9.0	1.0	9.0	10.0	26.0
M10x1.25	10.0	8.7	1.25	8.7	10.0	26.0
M12x1		12.0	11.0	1.0	11.0	12.0	28.0
M12x1.25	12.0	10.7	1.25	10.7	12.0	28.0
M12x1.5		12.0	10.4	1.5	10.4	12.0	28.0
M14x1.5		14.0	12.5	1.5	12.5	14.0	28.0
M16x1		16.0	15.0	1.0	15.0	16.0	35.0
M16x1.5		16.0	14.5	1.5	14.5	16.0	35.0
M18x1		18.0	17.0	1.0	17.0	18.0	38.0
M20x1		20.0	19.0	1.0	19.0	20.0	40.0
M20x1.5		20.0	18.5	1.5	18.5	20.0	40.0
M24x1.5		24.0	22.5	1.5	22.5	24.0	50.0
M24x2		24.0	22.0	2.0	22.0	24.0	50.0
M30x1.5		30.0	28.5	1.5	28.5	30.0	60.0
M30x2		30.0	28.0	2.0	28.0	30.0	60.0
M36x1.5		36.0	34.5	1.5	34.5	36.0	65.0
M36x2		36.0	34.0	2.0	34.0	36.0	65.0
M42x1.5		42.0	40.5	1.5	40.5	42.0	70.0
M42x2		42.0	40.0	2.0	40.0	42.0	70.0
M48x2		48.0	46.0	2.0	46.0	48.0	75.0
M56x2		56.0	54.0	2.0	54.0	56.0	80.0
M64x2		64.0	62.0	2.0	62.0	64.0	85.0

#
Codim Whitworth,0

# BSH Threads - D.Schmid - 20-Feb-2003
# Use for BSH application CODIM
#
# Columns reorganized - 16-Apr-2008 - D.Schmid
# ----------------------------------------------------------------------------------------------------------
# Name		Major	Minor	Pitch	Tap Drill	Shaft	Depth
# 		Dia.	Dia.		Dia.	Dia.
# 		(internal	(external		(75% full
#		threads)	threads)		thread)
#		(mm)	(mm)	(mm)      (mm)	(mm)	(mm)
# ----------------------------------------------------------------------------------------------------------
G1/8"		9.73	8.8	0.91	8.8	9.730	8.0
G1/4"		13.16	11.8	1.34	11.8	13.160	12.0
G3/8"		16.66	15.25	1.34	15.25	16.660	12.0
G1/2"		20.96	19.0	1.81	19.0	20.960	20.0
G3/4"		26.44	24.5	1.81	24.5	26.440	25.0
G1"		33.25	30.5	2.31	30.5	33.250	30.0
G1-1/4"		41.91	39.5	2.31	39.5	41.910	40.0
G1-1/2"		47.8	45.5	2.31	45.5	47.800	45.0
G2"		59.61	57.0	2.31	57.0	59.610	55.0
G2-1/2"		75.18	73.0	2.31	73.0	75.180	70.0
G3"		87.88	85.5	2.31	85.5	87.880	80.0
G3-1/2"		100.33	98.0	2.31	98.0	100.330	90.0
G4"		113.03	110.5	2.31	110.5	113.030	100.0
G5"		138.43	136.0	2.31	136.0	138.430	100.0
G6"		163.83	161.5	2.31	161.5	163.830	100.0
